Category,TransactionAmount,AnomalyScore,Timestamp,Amount,AccountBalance,LastLogin,SuspiciousFlag,Hour
Retail,23.3046139889796,0.4147382952388698,2022-01-20 03:00:00,83.69207703681916,1735.145764061658,2023-02-21,0,3
Food,57.62801474687827,0.4154593404725986,2022-01-20 04:00:00,27.578224851691395,9408.482074265525,2022-10-10,0,4
Food,44.4946875885166,0.2487087567939133,2022-01-20 05:00:00,53.23106554463996,9035.123330226636,2023-04-07,0,5
Food,71.39490628695674,0.2480703985398326,2022-01-20 06:00:00,44.86059945676822,2341.7106823841923,2023-09-15,0,6
Travel,55.76670588526584,0.2239728305610212,2022-01-20 07:00:00,15.721131427539593,9447.919780990504,2023-09-07,0,7
Retail,58.74144774641283,0.7598616632848315,2022-01-20 08:00:00,96.77041059859228,6215.272749963036,2023-05-03,0,8
Food,77.05180171622311,0.4376424171959825,2022-01-20 09:00:00,88.22726088325255,8451.465531226357,2022-05-24,0,9
Other,13.272450742726177,0.8107127683094543,2022-01-20 10:00:00,39.62535994411866,8722.686489131847,2024-09-05,0,10
Retail,96.0326567388867,0.3267347500625877,2022-01-20 11:00:00,91.1696888971712,8303.773585052018,2022-01-08,0,11
Travel,44.707442062607065,0.772037324050903,2022-01-20 12:00:00,62.87616987614589,5271.417002663421,2023-05-12,0,12
Food,91.2480973104991,0.953843575921074,2022-01-20 13:00:00,47.28406366967809,4756.907985455394,2023-12-03,0,13
Travel,49.03884567172364,0.1589909742837219,2022-01-20 14:00:00,57.86820257846373,6165.705182432255,2023-11-27,0,14
Travel,26.20528237108092,0.8002727183113773,2022-01-20 15:00:00,19.423373683323028,7004.948613453739,2024-08-26,0,15
Food,53.3480982900664,0.8069519363247476,2022-01-20 16:00:00,54.46741969722593,9618.239692586712,2024-03-17,0,16
Food,42.845963719216265,0.2191924442418531,2022-01-20 17:00:00,47.2247769165285,6746.988789784419,2022-05-04,0,17
Other,87.58507248999499,0.3483601080693872,2022-01-20 18:00:00,64.7020765138534,9262.124940491196,2024-06-30,0,18
Online,75.82077035751816,0.1169527989236673,2022-01-20 19:00:00,54.66513489536387,3432.0462856822232,2022-11-11,0,19
Travel,24.96992408493694,0.0714675533163863,2022-01-20 20:00:00,93.94593260347892,9999.776238940984,2022-12-23,0,20
Food,73.92469444366051,0.4035191003752475,2022-01-20 21:00:00,69.7694462534096,3527.228702949211,2024-04-30,0,21
Food,98.07924918264038,0.61037694535367,2022-01-20 22:00:00,40.104020200685696,3143.9314064704977,2022-07-21,0,22
Online,76.64636022941446,0.5808139778976218,2022-01-20 23:00:00,60.89811247736398,7732.401836922855,2024-04-13,0,23
Online,48.91908225486959,0.4932231842612283,2022-01-21 00:00:00,44.37900942452836,2462.046546141992,2024-08-01,0,0
Food,98.51810619237244,0.7061402300427333,2022-01-21 01:00:00,70.04776805143774,8400.252361437635,2023-07-27,1,1
Retail,75.55592369606184,0.5215151917824524,2022-01-21 02:00:00,36.97154016926994,1418.3050062770094,2024-07-31,0,2
Travel,18.228977090203863,0.5399504949598766,2022-01-21 03:00:00,12.787029418188828,7649.649301190314,2022-08-07,0,3
Other,43.9710792610713,0.0431398897688446,2022-01-21 04:00:00,58.70630745788713,8213.34489132453,2022-08-11,0,4
Food,76.34450065125682,0.2820832692179645,2022-01-21 05:00:00,45.96479075728064,3905.923034276328,2024-01-23,0,5
Other,99.78432334104625,0.7338489096162989,2022-01-21 06:00:00,22.088313163352225,5295.868005834597,2023-11-30,0,6
Travel,30.08067570009432,0.1961923594031581,2022-01-21 07:00:00,95.79803309772218,6507.032237116073,2024-05-11,0,7
Food,23.859270314003528,0.8006561489414211,2022-01-21 08:00:00,19.07706730811892,3525.504348282963,2022-07-16,0,8
Other,34.818813933039934,0.6757477268047949,2022-01-21 09:00:00,61.482473424574415,5729.012454195284,2023-11-21,0,9
Other,16.834526209015557,0.3515756114166093,2022-01-21 10:00:00,69.91745393115764,5655.630625853387,2022-07-26,0,10
Travel,29.26918585734194,0.7727275538583714,2022-01-21 11:00:00,17.903935219000818,4998.111232701779,2022-05-02,0,11
Other,59.67109549021307,0.4942559626588434,2022-01-21 12:00:00,22.27135442311328,2802.599688947567,2023-09-18,0,12
Travel,52.54831730003369,0.4786464276361842,2022-01-21 13:00:00,21.08546901703194,6474.825824609259,2024-07-19,0,13
Other,80.31494214920204,0.1591698486560371,2022-01-21 14:00:00,32.92013195873318,8272.536631790612,2022-12-09,0,14
Travel,72.22326538432765,0.8041714286503358,2022-01-21 15:00:00,38.411192485188,7080.103438619933,2022-05-06,0,15
Travel,19.18059204736145,0.3302037132127945,2022-01-21 16:00:00,69.39748498852232,9246.516979425342,2023-02-09,0,16
Online,56.83343011703311,0.199885053475984,2022-01-21 17:00:00,65.61696394010804,8573.123086384709,2023-08-10,0,17
Travel,60.60527992897917,0.2560597429293317,2022-01-21 18:00:00,25.40830020808809,4961.926428913047,2022-10-03,0,18
Food,21.63628002156784,0.093706877838776,2022-01-21 19:00:00,67.29044394590485,7268.827350334111,2023-03-17,0,19
Travel,80.56381315391081,0.3759062247125273,2022-01-21 20:00:00,91.6907402268582,6741.429339282374,2023-09-10,0,20
Retail,87.96458747932651,0.9545849819219668,2022-01-21 21:00:00,77.4561808153056,8149.305816264029,2023-04-29,0,21
Online,72.76321184049728,0.6785648733531388,2022-01-21 22:00:00,45.158314001601454,2152.9921898737,2023-10-17,0,22
Other,10.905845947871857,0.5714744224253233,2022-01-21 23:00:00,93.49535668273188,4450.390070063062,2022-01-25,0,23
Travel,41.78574540544385,0.485176949493743,2022-01-22 00:00:00,53.931161018025975,8336.538200756011,2024-03-04,0,0
Other,88.89654527087248,0.5391930404729627,2022-01-22 01:00:00,81.71166645699894,5483.470359081937,2022-10-22,0,1
Travel,77.98288716478888,0.7511914943522533,2022-01-22 02:00:00,59.46381398714095,9992.49572887844,2024-01-11,0,2
Online,91.6641527939692,0.2106717023337655,2022-01-22 03:00:00,14.139387559786153,1773.8085062866285,2022-09-23,0,3
Other,55.99920313978915,0.6863024647194603,2022-01-22 04:00:00,61.48081498804065,9402.340679191357,2023-08-23,0,4
Other,23.45026384021462,0.9059701878428492,2022-01-22 05:00:00,56.79197048335646,4886.010824613629,2024-04-04,0,5
Other,29.485434421487906,0.2556055258502914,2022-01-22 06:00:00,54.78567418688587,9301.241150618618,2022-06-23,0,6
Travel,42.08658989934876,0.358194862777846,2022-01-22 07:00:00,23.521178993762483,7699.460321299333,2024-03-02,0,7
Food,64.97010131569849,0.6472169153955154,2022-01-22 08:00:00,57.82044734885588,8486.464783345322,2023-09-05,0,8
Travel,21.796197745089465,0.6932420142873471,2022-01-22 09:00:00,47.31206587825806,9938.92291891054,2023-07-16,0,9
Food,45.52564850769525,0.8925939828354749,2022-01-22 10:00:00,25.03864028565554,7502.562160892314,2022-09-22,0,10
Travel,74.36791474172722,0.3343613352889214,2022-01-22 11:00:00,19.74409229922852,6839.033502010339,2022-12-26,0,11
Retail,19.508543963332247,0.173290010578529,2022-01-22 12:00:00,63.14752710370071,7927.594272471447,2022-12-22,0,12
Other,58.71501977905394,0.6302915926782255,2022-01-22 13:00:00,77.02315549089194,8130.737892776473,2022-12-18,0,13
Other,49.41620363376524,0.3250686913417957,2022-01-22 14:00:00,42.6041988042216,6865.652981348801,2023-11-28,0,14
Online,45.505085906455086,0.6238651273078697,2022-01-22 15:00:00,98.59494640028537,7921.752971281453,2022-02-19,0,15
Food,72.13402240525451,0.5216001080391224,2022-01-22 16:00:00,29.32097037446717,4470.138105796166,2023-08-27,0,16
Food,65.68261892111595,0.933887483919026,2022-01-22 17:00:00,26.18436652741295,4084.721807054024,2023-08-31,0,17
Other,77.91709089903293,0.1649689650904061,2022-01-22 18:00:00,10.933045904656083,3354.518348759637,2022-11-14,0,18
Retail,66.31709715541066,0.2524872978016569,2022-01-22 19:00:00,53.8004241417046,4370.431521920184,2023-05-18,0,19
Travel,51.65768770234823,0.4390107433850064,2022-01-22 20:00:00,28.32936501855892,8467.122622743587,2022-01-29,0,20
Food,45.90027099168569,0.143270469987192,2022-01-22 21:00:00,76.27368428978873,7224.6321196105455,2022-02-21,0,21
Other,99.16801168992616,0.2726297489815542,2022-01-22 22:00:00,39.82600629262846,7980.849544448291,2022-04-21,0,22
Travel,75.62932808638742,0.7471238062986284,2022-01-22 23:00:00,70.00810139898996,2342.874350139253,2023-05-16,0,23
Food,29.501643167539346,0.6645510965352156,2022-01-23 00:00:00,89.71731744470446,2077.514821107271,2024-04-07,0,0
Online,32.12537893165401,0.3017661210442771,2022-01-23 01:00:00,27.25454050385736,1631.0607959675435,2022-08-19,0,1
Retail,67.39074019819041,0.3309947313543306,2022-01-23 02:00:00,42.27816571071364,7710.801194598957,2024-09-04,0,2
Other,28.47403121032192,0.4691574673531847,2022-01-23 03:00:00,57.13668560793148,8472.420333363536,2023-05-11,0,3
Food,36.28961236138732,0.5016200072084841,2022-01-23 04:00:00,81.49987554510696,2866.801210289628,2023-09-21,0,4
Other,21.968376497985467,0.264070039171332,2022-01-23 05:00:00,49.1099285143028,4219.355106273666,2023-04-22,0,5
Online,76.87093769792966,0.2721990921548431,2022-01-23 06:00:00,42.02200366989237,6441.933112929328,2023-03-01,0,6
Food,97.24429792666592,0.9182304981561936,2022-01-23 07:00:00,80.51907113899962,2223.166957758453,2024-04-16,0,7
Other,44.07973869795079,0.4595266917617078,2022-01-23 08:00:00,95.2233254396807,1418.0012283313492,2024-08-11,0,8
Food,28.86185266819369,0.191402885678013,2022-01-23 09:00:00,77.11603142702253,4750.725054794199,2022-05-26,0,9
Food,80.17991437866195,0.1822368184383684,2022-01-23 10:00:00,59.58695557387782,7962.41027548533,2023-08-14,0,10
Online,22.02946182203776,0.5851802736554172,2022-01-23 11:00:00,44.12676518046912,7695.154348220063,2024-02-03,0,11
Other,80.31781130411882,0.4805409002380162,2022-01-23 12:00:00,69.23669463993528,7685.510723404021,2023-05-25,0,12
Food,77.2385186191252,0.5685122195832132,2022-01-23 13:00:00,44.09464247346977,2896.257873108053,2023-01-17,0,13
Travel,49.85472624403858,0.8320117134465028,2022-01-23 14:00:00,99.7753583900932,8557.608088738338,2023-03-15,0,14
Retail,20.295347919606144,0.4768124088601617,2022-01-23 15:00:00,52.99118399043776,9288.355524766564,2024-08-12,0,15
Other,46.78951927456144,0.8104288293091033,2022-01-23 16:00:00,68.36571539188091,8612.857297188031,2022-01-16,0,16
Travel,71.10757833788674,0.827116638876693,2022-01-23 17:00:00,12.301068214462283,5363.917913443514,2023-04-05,0,17
Food,14.024762382450913,0.3061671106089534,2022-01-23 18:00:00,98.64640220462732,2392.9224118361144,2022-03-14,0,18
Retail,76.1251576888117,0.4135308269157837,2022-01-23 19:00:00,85.31413995164209,6484.64781184804,2024-03-24,0,19
Food,25.07008358563905,0.3586166662378,2022-01-23 20:00:00,21.032649355713,6435.390885417858,2023-10-22,0,20
Food,31.6140354559968,0.9527556188400648,2022-01-23 21:00:00,82.00373953388333,3152.247786827239,2022-07-23,0,21
Food,64.56228438413495,0.7647580142112145,2022-01-23 22:00:00,82.16413416183838,2518.7388735597933,2024-06-15,0,22
Retail,42.93345792371143,0.8539408620605459,2022-01-23 23:00:00,30.561099365798057,4878.415267175985,2022-09-17,0,23
Food,35.565541733174896,0.2890093311778844,2022-01-24 00:00:00,52.69894800838486,4994.358137921838,2023-05-22,1,0
Retail,22.58265333635443,0.2028945147901161,2022-01-24 01:00:00,66.54225115991392,6254.404271155562,2022-04-29,0,1
Online,14.597041829893008,0.1450040052616865,2022-01-24 02:00:00,66.48799723490322,4082.516866288421,2022-05-21,0,2
Retail,55.25302445396565,0.2638992188683519,2022-01-24 03:00:00,74.17323414002594,8603.321935277745,2024-04-01,0,3
Food,58.845687841143416,0.7081166726390359,2022-01-24 04:00:00,66.24446927138561,8449.539575651721,2022-11-03,0,4
Food,57.22281084326793,0.065989495975014,2022-01-24 05:00:00,18.424787046927303,5493.960539328983,2022-06-25,0,5
Food,98.8018167083342,0.0003129210023212,2022-01-24 06:00:00,96.40709405350066,5302.392311164256,2023-09-26,0,6
Food,63.46213451883141,0.2511722043323737,2022-01-24 07:00:00,37.37105363161972,9393.91094329131,2022-10-16,0,7
Other,49.08960789819064,0.3653544010626799,2022-01-24 08:00:00,57.89155841423759,3340.637585647107,2024-07-11,0,8
Other,80.73234232826634,0.2611520209387087,2022-01-24 09:00:00,65.14444373979248,7721.503341582387,2023-10-30,0,9
Retail,28.1947094530454,0.7625315087868267,2022-01-24 10:00:00,50.9463446687639,6497.372202846478,2024-01-02,0,10
Online,28.08181245957889,0.2527998087414366,2022-01-24 11:00:00,90.15169745639956,9674.062164262285,2023-10-28,0,11
Food,71.22961283863575,0.689377718975578,2022-01-24 12:00:00,49.695996077348,4741.807018877029,2023-09-16,0,12
Other,12.947838155574916,0.4503954900089659,2022-01-24 13:00:00,71.98504539358078,1656.961894267556,2024-02-25,0,13
Retail,12.481657914339143,0.0544760907055447,2022-01-24 14:00:00,39.17632975406391,3797.734535980661,2022-01-19,0,14
Online,65.99753207862302,0.8192144188445474,2022-01-24 15:00:00,50.82386517906335,7710.801194598957,2024-09-04,0,15
Food,73.61284284094162,0.108578431973914,2022-01-24 16:00:00,85.30076766804406,2152.9921898737,2023-10-17,0,16
Travel,45.70892854469648,0.7705794406270359,2022-01-24 17:00:00,80.89642698729558,6025.002661070012,2022-09-21,0,17
Travel,23.20161468546752,0.707336006974676,2022-01-24 18:00:00,55.69524903185309,8466.092665203068,2023-05-02,0,18
Online,23.830703133369354,0.6157921144429012,2022-01-24 19:00:00,88.50391549409335,7649.649301190314,2022-08-07,0,19
Travel,60.08855743019992,0.4324468689113392,2022-01-24 20:00:00,75.88625236108902,7398.457248836791,2022-04-12,0,20
Online,95.82571214849716,0.1710115790912348,2022-01-24 21:00:00,35.17601923028805,4309.686014500232,2024-03-09,0,21
Retail,90.20980446696748,0.2413802893802608,2022-01-24 22:00:00,62.98349325215778,4843.333768944447,2022-05-17,0,22
Food,73.46425263287489,0.6122810354811906,2022-01-24 23:00:00,97.0455292967774,8801.922036350712,2022-05-05,0,23
Other,86.65348344932752,0.0305014318747617,2022-01-25 00:00:00,76.76312543775113,4620.924284406736,2022-02-20,0,0
Travel,77.29106098329157,0.4535346052163812,2022-01-25 01:00:00,62.16550879121196,5840.971694574231,2022-09-25,0,1
Travel,34.84523603737763,0.925580638429988,2022-01-25 02:00:00,28.500072838813903,3608.806985905158,2024-05-31,0,2
Online,27.27425252534787,0.7285583233202351,2022-01-25 03:00:00,39.91796998566471,3532.245916328434,2024-01-21,0,3
Travel,27.776210631878016,0.6151318749918973,2022-01-25 04:00:00,84.49886009864518,9517.546957003367,2024-02-08,0,4
Online,66.42840133897653,0.8943598440260031,2022-01-25 05:00:00,78.29820914461888,1767.822690779924,2024-05-02,0,5
Online,66.98557249521411,0.6783994733870634,2022-01-25 06:00:00,79.20261479658105,5611.751690912045,2023-09-14,0,6
Online,70.96202152646335,0.7143370523798596,2022-01-25 07:00:00,50.31919078514007,2730.960169902813,2023-02-16,0,7
Online,96.86197649100174,0.2951400443856831,2022-01-25 08:00:00,18.479134277595005,9381.14521854332,2022-02-05,0,8
Travel,75.70566038140832,0.8958436085336823,2022-01-25 09:00:00,55.648967645299344,5714.503201422603,2023-10-27,0,9
Food,79.87859224113026,0.3281384083244372,2022-01-25 10:00:00,72.41360119397154,4661.555925923707,2022-10-26,0,10
Other,63.01423970331876,0.6108114169536368,2022-01-25 11:00:00,74.32146924411033,6685.598453640112,2022-12-17,0,11
Travel,97.12673921424852,0.4570518240336341,2022-01-25 12:00:00,25.97962923980079,6439.7423175111935,2022-04-06,0,12
Food,68.27403800691818,0.7297890965313768,2022-01-25 13:00:00,70.54331536441717,4661.555925923707,2022-10-26,0,13
Travel,18.78711993666675,0.9740997104770862,2022-01-25 14:00:00,82.50807121975488,6381.958127861724,2023-01-02,0,14
Retail,73.96965272229485,0.043564933200842,2022-01-25 15:00:00,57.87803871732218,3432.0462856822232,2022-11-11,0,15
Other,33.885862957067665,0.9895083933199876,2022-01-25 16:00:00,27.87987923354001,3163.588349598883,2023-06-15,0,16
Other,10.143274797457426,0.1232781302446439,2022-01-25 17:00:00,22.01321045011379,5588.049941710766,2024-03-06,0,17
Other,89.72475793223832,0.6844904001802953,2022-01-25 18:00:00,14.71386198547468,7309.477444001682,2022-12-06,0,18
Travel,86.91609663853549,0.3896075179244328,2022-01-25 19:00:00,44.32303083127752,9772.83232034302,2024-08-30,0,19
Food,24.23981157268908,0.0033134615369962,2022-01-25 20:00:00,93.92398331455088,2802.599688947567,2023-09-18,0,20
Retail,72.91096186749405,0.909676443687015,2022-01-25 21:00:00,13.912774695481485,9927.157718777764,2023-07-12,0,21
Other,82.85202509457709,0.6614929579114033,2022-01-25 22:00:00,81.80865066013159,5405.766913696731,2022-01-05,0,22
Food,60.49814143710503,0.4684326166652233,2022-01-25 23:00:00,49.6812699232487,7685.510723404021,2023-05-25,0,23
Retail,83.12195363634069,0.0187944115062532,2022-01-26 00:00:00,74.02517524763373,8921.44288847097,2023-07-19,0,0
Retail,28.88706840673035,0.3261839931966841,2022-01-26 01:00:00,71.2219055244872,8400.252361437635,2023-07-27,1,1
Travel,64.63368175495438,0.6413030905263242,2022-01-26 02:00:00,45.39753678823229,6089.047769259954,2023-11-22,0,2
Travel,94.80117505157018,0.2655540349578368,2022-01-26 03:00:00,68.30467542833836,5493.960539328983,2022-06-25,0,3
Other,80.11902469129403,0.8398100954746966,2022-01-26 04:00:00,30.699545031070528,5964.380701095596,2023-04-15,0,4
Online,36.05423423201009,0.7108090523094975,2022-01-26 05:00:00,55.29436013469146,9301.241150618618,2022-06-23,0,5
Online,49.12298790567034,0.5489740627530201,2022-01-26 06:00:00,58.881829218778016,9393.91094329131,2022-10-16,0,6
Food,85.80333328900018,0.9860397382767035,2022-01-26 07:00:00,26.436080264307773,2653.251468019429,2024-01-25,0,7
Online,71.4622660268702,0.2494273555152583,2022-01-26 08:00:00,90.48071057199276,4552.1052691343975,2022-05-12,0,8
Other,90.01981973137339,0.5122600501751468,2022-01-26 09:00:00,90.60563652231846,8704.182255178053,2022-08-27,0,9
Food,35.53622466237405,0.6463709162458597,2022-01-26 10:00:00,88.34186423374305,9262.124940491196,2024-06-30,0,10
Travel,61.05825497080078,0.8067575236349557,2022-01-26 11:00:00,36.90222620760606,2560.1203796381005,2023-02-18,0,11
Other,33.42063794967267,0.2607989175769328,2022-01-26 12:00:00,16.182846568927204,6847.49092112656,2024-02-09,1,12
Food,30.22084017540379,0.291309745415711,2022-01-26 13:00:00,11.564836282866452,6463.307957427782,2023-10-01,0,13
Online,59.31212836896322,0.2283551215387463,2022-01-26 14:00:00,14.560537509054024,8236.476448026788,2022-02-12,0,14
Online,10.230726644705085,0.8181341312113436,2022-01-26 15:00:00,40.83608859104079,9347.479356234926,2024-04-24,0,15
Food,97.42511636370944,0.5704239074602406,2022-01-26 16:00:00,10.980455323300587,9713.65768299239,2024-03-31,0,16
Retail,39.02570619957358,0.1065930291717927,2022-01-26 17:00:00,68.16151267115706,1150.2959489054026,2023-08-18,0,17
Food,96.44332488760357,0.3011369182862841,2022-01-26 18:00:00,51.20871487556867,1401.2725827248678,2023-11-17,0,18
Retail,66.39535273910974,0.6045326052833953,2022-01-26 19:00:00,30.79084603660721,1828.702205059994,2024-06-19,0,19
Other,36.53461967573059,0.3731841554485576,2022-01-26 20:00:00,30.65272139730061,3039.5142047755826,2022-05-19,0,20
Food,32.674715832902635,0.6589019215745976,2022-01-26 21:00:00,77.36867757108365,6284.73966605261,2023-02-10,0,21
Food,99.0951514498993,0.8405061748157093,2022-01-26 22:00:00,75.26230757258354,3967.076794107528,2023-12-31,0,22
Travel,13.859496373981589,0.6731950403866196,2022-01-26 23:00:00,91.4805744361771,5160.483332414382,2022-08-25,0,23
Retail,93.4853268222084,0.1469607039043922,2022-01-27 00:00:00,55.15725947347897,2203.576279558167,2024-01-28,1,0
Retail,62.08117630253874,0.3398546091264148,2022-01-27 01:00:00,25.5487291410875,4335.814031939231,2023-01-20,0,1
Online,99.13454677927696,0.1142094134989581,2022-01-27 02:00:00,96.58421668519038,3583.3826875795057,2022-09-20,0,2
Other,58.85787926940827,0.9482805982293544,2022-01-27 03:00:00,28.21936015497701,9279.108537872376,2024-01-06,0,3
Travel,85.23285274883663,0.3857983422705521,2022-01-27 04:00:00,81.21645066050094,2802.599688947567,2023-09-18,0,4
Travel,95.74381607726508,0.1405323146968852,2022-01-27 05:00:00,52.32636056805466,9447.72949841338,2023-02-03,0,5
Online,56.75233728488749,0.2274199087290001,2022-01-27 06:00:00,42.32786546597519,4843.333768944447,2022-05-17,0,6
Online,50.69065748740078,0.6431756677050152,2022-01-27 07:00:00,79.37134605324061,1437.9427525147803,2023-09-04,0,7
Food,71.57334690739006,0.5219771425792494,2022-01-27 08:00:00,11.705082409397097,6650.9563718712825,2022-10-30,0,8
Online,20.781627414979045,0.2784227728971279,2022-01-27 09:00:00,93.76508796403708,4468.344079407905,2024-05-14,0,9
Other,55.8338310145598,0.589710102116919,2022-01-27 10:00:00,83.14607235416698,6232.211660395478,2022-05-27,0,10
Food,48.97803758936727,0.8601626136563015,2022-01-27 11:00:00,81.49217872125034,6737.496077516889,2022-08-22,0,11
Other,18.289408193294182,0.203641573116925,2022-01-27 12:00:00,27.77692981290428,3017.7818364389864,2023-04-14,0,12
Food,92.94283383592844,0.181264582042527,2022-01-27 13:00:00,99.87930230728328,9316.95357597456,2022-07-29,0,13
Other,93.2593712796568,0.9170468484179688,2022-01-27 14:00:00,62.42142695281371,6791.878055912904,2024-03-12,0,14
Food,43.53731819032919,0.4171108474171109,2022-01-27 15:00:00,87.31040281854852,4018.773274033155,2024-04-15,0,15
Travel,46.04417197679019,0.9615520952201028,2022-01-27 16:00:00,30.9802390482118,1715.321988918382,2022-01-03,0,16
Food,45.25970332313416,0.7288229515947116,2022-01-27 17:00:00,79.32819585918911,7580.464854893932,2022-03-18,0,17
Retail,27.72996607250687,0.3880430424603808,2022-01-27 18:00:00,61.06243509196435,6089.047769259954,2023-11-22,0,18
Other,80.15488067358145,0.7891194333920231,2022-01-27 19:00:00,73.44126228893867,6507.017839612834,2022-11-05,0,19
Retail,40.902286825448925,0.027235597018043,2022-01-27 20:00:00,67.27985921251647,9561.510600327694,2022-10-14,0,20
Travel,77.273254801297,0.6948161597871271,2022-01-27 21:00:00,54.797029357519904,4886.010824613629,2024-04-04,0,21
Online,49.86299155902689,0.668355416992461,2022-01-27 22:00:00,25.04495445157386,6865.652981348801,2023-11-28,0,22
Other,15.899838874729555,0.3746956579985752,2022-01-27 23:00:00,75.84935112303506,3055.4130206122995,2024-06-23,0,23
Other,13.865181883980757,0.9825403046230244,2022-01-28 00:00:00,85.17938662507261,6381.958127861724,2023-01-02,0,0
Retail,88.29484785761717,0.4326278724535232,2022-01-28 01:00:00,62.48034582066848,1767.822690779924,2024-05-02,0,1
Online,58.87925925236743,0.8780403094266206,2022-01-28 02:00:00,28.508000375078176,6741.429339282374,2023-09-10,0,2
Retail,53.1674967961514,0.7511501521170622,2022-01-28 03:00:00,52.44516410974352,6370.257414195333,2024-06-20,0,3
Online,73.60458837164549,0.0926045563854857,2022-01-28 04:00:00,49.48630478596331,8361.02081851776,2023-07-15,0,4
Travel,91.20817696178769,0.2841589979193659,2022-01-28 05:00:00,91.06378341479328,6721.217429309139,2024-06-26,0,5
Other,68.54113685689364,0.0766758506966002,2022-01-28 06:00:00,72.21970365622698,7545.026042634955,2022-06-10,0,6
Other,30.29437716848944,0.4291410808335154,2022-01-28 07:00:00,68.50324359070589,6741.429339282374,2023-09-10,0,7
Retail,98.11179383531716,0.5805274746602067,2022-01-28 08:00:00,70.9884772362866,4726.937230596973,2023-08-09,0,8
Online,86.59049844808884,0.6129812936163486,2022-01-28 09:00:00,84.6029052697291,1111.7721667693309,2024-07-18,0,9
Other,50.19969174952963,0.3707223197853899,2022-01-28 10:00:00,42.8212846728405,4878.871298313591,2023-12-13,0,10
Food,65.52107415673018,0.4484428384534927,2022-01-28 11:00:00,86.18244074893154,7156.870920112488,2022-10-06,0,11
Retail,35.4812928789938,0.8209095503258214,2022-01-28 12:00:00,74.49932887587424,1153.1232945469942,2024-07-14,0,12
Online,91.52325525262846,0.5164229509412711,2022-01-28 13:00:00,92.69624970525254,8723.861426511972,2022-09-01,0,13
Online,31.491738779754545,0.4102350545758898,2022-01-28 14:00:00,21.063195513748365,9405.638537057404,2023-06-03,0,14
Food,32.16165399351621,0.0218876930498577,2022-01-28 15:00:00,14.717379319580264,4741.192768951942,2022-08-04,0,15
Other,95.6124260120948,0.5808554659660252,2022-01-28 16:00:00,91.57863524928663,3789.361176969462,2022-05-22,0,16
Travel,73.65937158408009,0.0439978247073687,2022-01-28 17:00:00,28.592261597177508,5741.223579237721,2024-07-25,0,17
Online,85.15330771817007,0.3270062223699993,2022-01-28 18:00:00,77.68854755312054,4961.926428913047,2022-10-03,0,18
Online,73.26826676500303,0.8385706769386877,2022-01-28 19:00:00,55.96345624776244,4555.7118899309,2022-07-19,0,19
Other,70.54560828705364,0.3129603006925582,2022-01-28 20:00:00,64.79659280908365,2465.964878217213,2022-04-13,0,20
Travel,41.42561418394956,0.9252659345991734,2022-01-28 21:00:00,81.03229268303691,1671.7100284906678,2023-10-14,0,21
Food,57.25464612607646,0.9664564303355848,2022-01-28 22:00:00,67.69160248140025,5628.777105512586,2023-11-25,0,22
Online,52.4156957708245,0.1566255925977654,2022-01-28 23:00:00,95.16789027153231,3527.228702949211,2024-04-30,0,23
Food,50.54702732963176,0.3863908869511046,2022-01-29 00:00:00,88.37478319965568,5745.127918765053,2023-01-11,0,0
Travel,50.89156219103233,0.1794181179526001,2022-01-29 01:00:00,27.158338607648744,4698.084283636987,2022-06-04,0,1
Other,76.00299890939365,0.953421536116326,2022-01-29 02:00:00,34.24003152150763,4344.549864306991,2023-02-28,0,2
Food,86.20317958871541,0.7995937913277578,2022-01-29 03:00:00,26.700167800701976,9411.508716680992,2022-11-18,0,3
Food,55.46845280732904,0.6902555385723351,2022-01-29 04:00:00,24.59553861404803,3264.953504716314,2024-01-09,0,4
Travel,48.027628453611385,0.6459366434271587,2022-01-29 05:00:00,32.42837607397003,6298.296095769295,2022-07-20,0,5
Online,19.61528753813701,0.0065631527029174,2022-01-29 06:00:00,11.082269823873848,1362.0373748007858,2024-01-03,0,6
Travel,54.73207773925194,0.625338780561458,2022-01-29 07:00:00,53.53627805243175,7251.703804374901,2024-08-28,0,7
Online,56.06897511209881,0.4885207042563046,2022-01-29 08:00:00,62.5699492545116,9318.929570456958,2023-03-06,0,8
Online,86.25398542610918,0.4238835075766975,2022-01-29 09:00:00,42.62522075665218,3214.341695181142,2022-05-28,0,9
Retail,86.38215289710472,0.9799561378025208,2022-01-29 10:00:00,20.31636361219111,7118.115328388019,2023-10-15,0,10
Food,51.15278993537599,0.5772522876144537,2022-01-29 11:00:00,64.2593447764263,5964.380701095596,2023-04-15,0,11
Travel,19.37208875923612,0.97119521067362,2022-01-29 12:00:00,94.33750212155311,3227.699686241868,2023-03-31,0,12
Food,39.93259736096016,0.0127030056340151,2022-01-29 13:00:00,62.52802725584856,2417.248388545462,2024-09-02,0,13
Retail,29.62804486650749,0.7442930236158536,2022-01-29 14:00:00,82.13393908526164,3097.479302825231,2024-05-28,0,14
Travel,39.32062114644688,0.8928158462393139,2022-01-29 15:00:00,23.623718740981552,6215.272749963036,2023-05-03,0,15
Other,36.24831278126991,0.8143094384356696,2022-01-29 16:00:00,26.79596913388127,3434.612874956465,2024-07-08,0,16
Travel,52.0417600635485,0.1979658204471344,2022-01-29 17:00:00,43.169543783855005,1106.441844366966,2023-03-04,0,17
